id,tanggal,teks,label
8.84781508791226E+017,Jangan khawatir! Sobat muda tetap bisa menyaksikan UPbringing tersebut dengan mengunjungi laman http://goo.gl/iDw7Px,1,
8.84781447382356E+017,"Untuk sobat muda yang berada di luar kota atau berhalangan mengikuti kegiatan, gimana nih min?",1,
8.84781348069679E+017,Ayo sobat muda! Segera daftarkan dirimu di laman : http://goo.gl/BNGA8L Karena tempat sangat terbatas!,1,
8.84781280486842E+017,Beliau sekaligus peraih Executives of The Year 2015 Stevie Award Asia Pacific dan Person of The Year 2017 oleh Majalah Globe Asia.,1,
8.84781051603698E+017,"Beliau adalah CEO General Electric Indonesia, Sobat.",1,
8.84780850910331E+017,"Acara ini menghadirkan Dr. Handry Satriago loh, Sobat!",1,
8.84780770891416E+017,"Acara ini akan diselenggarakan di Gedung Griya Legita, Universitas Pertamina",1,
8.84780674900673E+017,Seminar ini diselenggarakan pada : Hari : Jum'at Tanggal : 14 Juli 2017 Pukul : 09.30 WIB - 11.30 WIB,1,
8.84780236742603E+017,-c- Universitas Pertamina menyelenggarakan UPBringing Session: Leadership in VUCA World. ,1,
8.84780063656301E+017,"Selamat Malam, Sobat Muda! Guna mengetahui pentingnya pengelolaan suatu bisnis dengan baik dalam menghadapi VUCA World, -c-",1,
8.84777352504279E+017,#rl camaba univ pertamina dooong!,1,
8.84663480888042E+017,Program Studi Teknik Logistik Universitas Pertamina: http://youtu.be/xjyXHxByv8g?a melalui @YouTube,1,
8.84398135828554E+017,Silahkan mendaftar bagi yang berminat @pertamina @UnivPertamina ,1,
8.84230120533246E+017,dapet email nanti gan,1,
8.84224186528416E+017,Lihat pengumumannya hasil tesnya gimana yaa caranya ??,1,
8.84069522918867E+017,"@univpertamina min di pengumuman masukkan nomer tes dan kata kunci, nah maksudnya kata kunci apa min? Trmksh",1,
8.84026858169221E+017,itu tandanya kamu kurang ibadah,0,
8.83615455776088E+017,silakan kirimkan keluhan kamu ke email pmb@universitaspertamina.ac.id ya Yudis,1,
8.83615323290653E+017,mohon ditunggu ya. stay tuned di email,1,
8.83615251140272E+017,"berdasarkan UM sebelumnya, H-1 sudah bisa cek lokasi, Iqbal",1,
8.83598163830952E+017,"tidak apa-apa, silakan dilengkapi saat pendaftaran ulang Bulan Agustus nanti :)",1,
8.83573875929268E+017,Min saya ingin login cetak kartu untuk besok kok gabisa lagi yaa? Padahal kemarin bisa @UnivPertamina,1,
8.83557831412261E+017,"#pltl maaf nih rl, gua serius nanya. ada yang ikut usm univ pertamina besok lokasi jakarta? pls kalo ada, rep ya gua mau nanya.",1,
8.8303142725145E+017,@UnivPertamina min pembagian ruang ujian bisa dilihat kapan? H-1 atau pas hari H? Makasih min,1,
8.82907065152291E+017,"Daya tampung per prodi sekitar 60 mahasiswa, Hannah",1,
8.82906974223913E+017,"Silakan hubungi line@UP, Citra",1,
8.82906784230367E+017,"Silakan keluhan tersebut disampaikan lgsg melalui email ke pmb@universitaspertamina.ac.id ya, Taufiq",1,
8.82906537944941E+017,Beasiswa ekonomi diajukan pd saat mendaftar di halaman pendaftaran ujian masuk. Beasiswa saat kuliah tentu ada ,2,
8.82906141683982E+017,Yuk buruan daftar. Jangan lewatkan kesempatan terakhirmu untuk bergabung dengan Universitas Pertamina!,1,
8.82906109354287E+017,Dihimbau untuk selalu berhati-hati terhadap segala jenis penipuan dan oknum yang mengatasnamakan Universitas Pertamina.,1,
8.82906034062336E+017,Kirimkan surel ke info@universitaspertamina.ac.id & hubungi hotline Universitas Pertamina di no (021) 27081324 utk informasi lebih lanjut.,1,
8.82905789630865E+017,Website : https://universitaspertamina.ac.id/ Ig : @universitaspertamina Twitter : @UnivPertamina Line@: @UnivPertamina Youtube : universitaspertamina,1,
8.82893238335553E+017,Di sini aja ,1,
8.82870583012217E+017,Ikuti terus berita-berita terbaru tentang Universitas Pertamina di...,1,
8.82870341663457E+017,Jangan lupa daftarkan dirimu melalui link berikut : https://pendaftaran.universitaspertamina.ac.id/,1,
8.82870308981559E+017,Yuk catat hal-hal penting di bawah ini: - Periode Pendaftaran : 5 -28 Juli 2017 - Pelaksanaan Tes : 30 Juli 2017 - Lokasi Tes : Jakarta,1,
8.82869975253266E+017,Universitas Pertamina akan membuka pendaftaran Ujian Masuk Mahasiswa Angkatan 2017/2018 Periode Terakhir!! UHUY! ,1,
8.82869328294445E+017,Helow Sobat Muda! Mau tahu berita terbaru tentang Universitas Pertamina nggak nih? ,1,
8.82592850302583E+017,"@univpertamina min mau tanya bagaimana cara mengajukan beasiswa, dan apakah bisa mengajukan setelah di nyatakan lulus? trmkh",1,
8.82580670400221E+017,"Don't 2 : Mengenakan Kaos, Rok Mini, Celana Robek-Robek, maupun Sandal. #don'tUM3UP",1,
8.82580498337235E+017,Don't 1 : Datang Terlambat. #don'tUM3UP,1,
8.8258018673401E+017,Do 5 : Mengenakan Pakaian Bebas Rapi. #doUM3UP,1,
8.82580051186688E+017,Bagi yang sedang membuat KTP boleh menggunakan kartu tanda pembuatan KTP. #doUM3UP,1,
8.82579948816351E+017,Do 4 : Bawa Identitas Diri selain kartu Ujian seperti KTP/ KTS (Student Card). #doUM3UP,1,
8.8257978463878E+017,Do 3 : Membawa Foto 3x4 atau 4x6 (boleh berwarna atau tidak). #doUM3UP,1,
8.8257969750632E+017,"Do 2 : Membawa Alat Tulis ( Pensil 2B, Penghapus, Pulpen, Rautan, Papan Jalan). #doUM3UP",1,
8.82579605554463E+017,Do 1 : Datang 30 menit sebelum Ujian dilaksanakan. #doUM3UP,1,
8.82579434582065E+017,"Oh ya, mimin juga punya dos and don'ts nih yang perlu Sobat perhatikan. #UM3UP",1,
8.82579097779446E+017,"Pembagian ruangan bisa dilihat saat hari pelaksanaan ujian ya, Sobat Muda ",1,
8.82578949045236E+017,"5. Surabaya: SMA Negeri 1 Suarabaya Jl. Wijaya Kusuma No.48, Ketabang, Genteng, Kota SBY, Jawa Timur 60272 #UM3UP",1,
8.82578782619541E+017,4. Yogyakarta: SMAN 1 TELADAN YOGYAKARTA JL. HOS Cokroaminoto 10 Yogyakarta 55253 #UM3UP,1,
8.82578563748123E+017,"3. Bandung: SMAN 8 BANDUNG Jl. Solontongan No. 3, Bandung 40264 #UM3UP",1,
8.82578411901682E+017,"2. Jakarta: UNIVERSITAS PERTAMINA Jalan Teuku Nyak Arief, Simprug, Kebayoran Lama,Jakarta 12220 #UM3UP",1,
8.82578262660063E+017,"1. Medan: SMK N 7 MEDAN JL. STM No. 12 E, Sitirejo II, Medan Amplas, Kota Medan, Sumatera Utara 20217 #UM3UP",1,
8.82578058141508E+017,Dan akan berlangsung di 5 kota yaitu... #UM3UP,1,
8.82577795938832E+017,"Selain itu, Sobat Muda, Mimin juga mau ngingetin lagi untuk peserta UM3 bahwa ujian akan dilaksanakan tanggal 9 Juli 2017 #UM3UP",1,
8.82576196571062E+017,Nb : - Kapasitas Terbatas - Terbuka untuk seluruh Civitas Akademik Universitas Pertamina dan publik.,1,
8.82576101456794E+017,Segera daftarkan dirimu di laman : http://bit.ly/2ujpigT ,1,
8.82575980157485E+017,Beliau adl diaspora Indonesia kini bekerja di Belgia sebagai peneliti dan konsultan untuk pengembangan sistem dan market energi di Eropa.,1,
8.82575822577558E+017,"Kuliah tamu ini akan disampaikan oleh Desti Alkano, Ph.D.",1,
8.82575701500502E+017,"Kegiatan akan dilaksanakan pada Hari : Senin Tanggal :10 Juli 2017 Waktu : 10.00 - 11.30 WIB Tempat : Auditorium Lt.3, Gd. Griya Legita, UP.",1,
8.82575355575325E+017,Pada kuliah tamu ini akan ada sharing session mengenai pengembangan sistem dan perkembangan pasar EBT di Eropa.,1,
8.82575209299009E+017,"Maka dari itu, Prodi T.Logistik UP akan menggelar Kuliah Tamu : Stimulating Innovation to Achieve High Share of Renewable Energy Sources.",1,
8.82574527615468E+017,"Hai, Sobat Muda! Pengembangan sumber Energi Baru Terbarukan (EBT) sbg pengganti energi fosil utk kebutuhan manusia di masa dpn itu penting.",1,
8.82572471592829E+017,"Dilewati dulu saja, nanti dikengkapi saat daftar ulang agustus jika memang diterima ya",2,
8.82149111394222E+017,"Bisa, asalkan pembayaran dilakukan maksimal jam 23.59 hari ini, Someone. Duh someone. Hehe.",1,
8.82146701514989E+017,"Ayo, segera daftarkan dirimu di laman http://pendaftaran.universitaspertamina.ac.id dan jadilah the next global leaders! #UM3",1,
8.8214664684646E+017,"Jangan lupa ya, UP memberikan apresiasi bagi 50 peserta UM3 dgn rangking terbaik nasional, berupa pemotongan biaya SPI. ",1,
8.82146110029971E+017,Mimin juga mau ngingetin lagi bahwa hari ini adalah hari terakhir pendaftaran Ujian Masuk Universitas Pertamina Periode 3 loooh. #UM3,1,
8.82145722212032E+017,"Ayo segera daftarkan dirimu, sobat muda! Jangan sampai terlewat deadlinenya! #beasiswaangkatan2016",1,
8.82145651487678E+017,Cek persyaratan dan prosedur pengajuannya di laman : https://universitaspertamina.ac.id/beasiswa-angkatan-20162017/ #beasiswaangkatan2016,2,
8.82145594797564E+017,Beasiswa ini berlaku untuk seluruh mahasiswa/i Universitas Pertamina Angkatan 2016 dari seluruh program studi. #beasiswaangkatan2016,2,
8.82145439084036E+017,Pendaftaran Beasiswa Studi Berkelanjutan dan Beasiswa Unggulan Semester untuk periode Semester Genap 2016/2017 telah dibuka!,2,
8.82145352752615E+017,Hai sobat muda! Mimin bawa berita baik untuk mahasiswa/i Universitas Pertamina Angkatan 2016 ,2,
8.82142953992368E+017,Ketentuan asal SMA/SMK dapat dilihat di https://universitaspertamina.ac.id/akademik/pendaftaran/#toggle-id-5 https://twitter.com/CindyFarida/status/881836936490491904,1,
8.82142248153916E+017,"Lokasi UM3 di Jakarta itu di Kampus Universitas Pertamina, Yudis. ",1,
8.82141893571748E+017,"Benar, memang ada. Stay tuned di http://universitaspertamina.ac.id ya!",2,
8.8214171300687E+017,Yup betul. Memang ada,2,
8.82016431424102E+017,#lastchance pendaftaran MaBa tahun akademik 2017/2018 UnivPertamina! link pendaftaran http://bit.ly/2sZYEZZ,1,
8.81783628904018E+017,"@UnivPertamina min kalo mau liat lokasi ujian itu dimana yaa? Saya melakukan pendaftaran tapi hanya ada lokasi ujian jakarta, tidak detail",0,
8.81661866249814E+017,@UnivPertamina pagi admin mau tanya. Kalau baru daftar hari ini bisa log in sampai besok gak ya?,1,
8.81406872581841E+017,"@UnivPertamina min, saya lihat di web UP, tgl 5 juli dibuka lg pendaftaran untuk periode ""Juli II"", apakah benar? lalu tes nya tgl berapa?",1,
8.81168361517744E+017,@UnivPertamina buat um up gel trkhr smp tgl 4juli ya? tp sy liat diweb kok ada periode juli yg ke2? jd yg periode ke2 itu bnrn ada gak min?,1,
8.81044228939186E+017,Ketentuan selengkapnya mengenai giveaway dapat dilihat di instagram @universitaspertamina #UPgiveaway,1,
8.81043991524893E+017,Rame-rame lebih seru! Hadiahnya mantap loh Sobat🖒#UPgiveaway,1,
8.81043402657157E+017,Capture momen kebersamaan lebaran kalian dan ikuti giveaway Universitas Pertamina yuk! #UPgiveaway,1,
8.81042926049964E+017,"Selamat siang, Sobat Muda! Gimana lebaran nya? Seru nggak? Pasti euforia-euforia lebaran masih terasa kan nih.. ",1,
8.8101616176853E+017,#askmf di sini ada mahasiswa univ pertamina ga? Saya mau nanya nanya. Makasih sebelumnya,1,
8.8101098203784E+017,#rl di sini ada mahasiswa univ pertamina ga? Saya mau nanya nanya. Maksih sebelumnya,1,
8.80989622959915E+017,Halo Bang Rian. UP adalah univ swasta. Selengkapnya mengenai jurusan teknik perminyakan bisa dilihat di http://universitaspertamina.ac.id ya,1,
8.80989203500118E+017,Halo. Ada dong. Chat saja ke line@official Universitas Pertamina yaa,1,
8.80269815599858E+017,Mau nanyak bang itu swasta apa negeri bang? Terus itu jurusan perminyakannya pemboran apa produksi apa pengelolahan bang?,1,
8.80033394591236E+017,"Yuk daftar di @UnivPertamina, mumpung masih ada #lastchance! link pendaftaran http://bit.ly/2sZYEZZ",1,
8.78837694394098E+017,Seluruh Keluarga Besar Universitas Pertamina mengucapkan Selamat Hari Raya Idul Fitri 1 Syawal 11438 H ,1,
8.78586039144677E+017,"Yuk daftar di @UnivPertamina, mumpung masih ada #lastchance! link pendaftaran http://bit.ly/2sZYEZZ",1,
8.78559362318385E+017,Betul Iqbal. Lokasi bisa di cek di poster UM3 di timeline mimin,1,
8.78559153995694E+017,Yups! https://twitter.com/TaufiqAinun/status/878416948798697472,1,
8.7855908619477E+017,Kuotanya habis sementara Taufiq. Dicoba lagi beberapa saat ya,1,
8.78557781057393E+017,Mengundang 9 sekolah pilihan di Jakarta dan tiap sekolah mengirimkan delegasi sebanyak 10 siswa SMA dan 1 guru pendamping. #Upstream,1,
8.78557500122911E+017,Acara dibagi menjadi 2 kegiatan utama: Interactive Talkshow dan Petro Smart Competition. #Upstream,1,
8.78557408020144E+017,UPSTREAM thn ini bertema “Introduction of Petroleum Engineering” #Upstream,1,
8.78557079216075E+017,-c- menyelenggarakan event UPSTREAM 2017 pada tanggal 13 Juni 2017 di Griya Legita Universitas Pertamina. #Upstream,1,
8.78556888337531E+017,"Guna mengedukasi khalayak tentang Tek. Perminyakan, Prodi Tek. Perminyakan Univ Pertamina, Tim WR III Univ Pertamina dan UTP Malaysia -c-",1,
8.78555049617531E+017,"Selain itu Sobat Muda, mimin juga punya info tentang kegiatan kampus ",1,
8.7855171670193E+017,Kalian penasaran? Mau tau lebih lanjut? Tonton versi lengkapnya di tautan ini https://tinyurl.com/ilmu-komunikasi-up #videoprodiUP,1,
8.78551663404999E+017,Tahun lalu Prodi Komunikasi sudah mengadakan acara WAKE UP dalam bentuk talkshow dan membahas komunikasi krisis. #videoprodiUP,1,
8.78551595754979E+017,"Disini, mahasiswa ilkom tdk hanya memelajari komunikasi strategis & jurnalistik, tp juga mendalami lbh dlm komunikasi energi. #videoprodiUP",1,
8.7855129216718E+017,Ilmu Komunikasi di Universitas Pertamina memiliki perbedaan dengan Ilmu Komunikasi di universitas ditempat lain. Apa tuh? #videoprodiUP,1,
8.78551082422501E+017,"Kali ini mimin akan memperkenalkan salah satu program studi dari Fakultas Komunikasi dan Diplomasi, yaitu Ilmu Komunikasi. #videoprodiUP",1,
8.78550874447937E+017,"Selamat Sore, Sobat Muda! Apa kabar? Semoga baik semuanya yaa. Pasti udah nggak sabar lagi mau merayakan hari raya lebaran, ya kan??? ",1,
8.78252744032739E+017,"@UnivPertamina min,ujian periode juli gak cuma dilaksanakan di jakarta kan?",1,
8.78122951131845E+017,#rl ada yang ke univ pertamina gak?,1,
8.77782809120616E+017,Artikel selengkapnya dapat diakses di laman: https://universitaspertamina.ac.id/2017/06/membedah-era-disruption-bersama-prof-rhenald-kasali/ ,1,
8.77782630313284E+017,Yup! UPBringing Session dengan judul 'Disruption: Menghadapi Lawan-Lawan Tak Kelihatan di Peradaban Uber.',1,
8.77782380471243E+017,"Hai, Sobat Muda! Artikel UPBringing Session oleh Prof. Rhenald Kasali Ph.D pada 12 Juni 2017 lalu sudah ada di website lho.",1,
8.77766887693628E+017,Bisa dan tidak. Karena peraturan masih dalam tahap rancangan,1,
8.77541200441491E+017,Terimakasih kak,2,
8.77506087825453E+017,info bisa diliat di email rori,1,
8.77463766153085E+017,"@UnivPertamina Kak, apa aja yg dibutuhkan utk daftar ulang fisik? Terutama yang mendapatkan BEUP kak? Terimakasih",1,
8.77440204478456E+017,Tadi adalah #tipsmudik ala #Globaleaders. Kalo tips dari kalian apa buddy? Silakan #Mention ke kami ,1,
8.7743954669405E+017,Selain itu teman seperjalanan juga mampu mengusir rasa bosan selama menempuh perjalanan,1,
8.77433613020561E+017,"Selamat Siang Buddy. Sebentar lagi kita akan memasuki Idul Fitri, apakah kalian sudah siap mudik?",1,
8.77432088479228E+017,Tidak ada Mitha,0,
8.77431737415909E+017,Beasiswa ongoing sedang tahap pembentukan taufiq,1,
8.77169749993468E+017,"materi ujian untuk ips itu TPA, MATEMATIKA, INGGRIS, ngga ada sosial nya kan ka kaya geografi gitu?",1,
8.77168604239733E+017,"Akan diprioritaskan, Mitha",1,
8.77105225714115E+017,"Assalamu'alaikum,,, Apakah bahwa benar hari ini dibagikan kontrak belajar bagi calon mahasiswa baru jalur beasisiwa undangan?",1,
8.77083006787174E+017,"@UnivPertamina admin, saya kok blm dpt kontrak belajar di UP?",0,
8.77066824369676E+017,rapi peluangnya ubtuk masuk ke pertamina lebih besar ngga ka?,1,
8.77040784805057E+017,Bisa kalau kamu kuliah dan berusaha dengan sungguh2. Tapi perlu diperhatikan bahwa UP bukan ikatan dinas,0,
8.77040387671458E+017,Ditunggu saja ya Maulana,1,
8.77040311599485E+017,Tidak ada asrama di UP dik. Tapi di Rawa Simprug (belakang UP) banyak sekali kos kosan,0,
8.77040206104281E+017,Ditunggu saja dan pastikan email yg kamu gunakan di laman pendaftaran alamat email yang benar,1,
8.77033292138246E+017,Periode trakhir pendaftaran Mahasiswa Baru @UnivPertamina! #lastchance link pendaftaran http://bit.ly/2sZYEZZ,1,
8.76991679491744E+017,@UnivPertamina ka kalo lulusan pertamina bisa langsung kerja di pertaminanya ngga?,1,
8.76792937169822E+017,Selamat utk Alwahidian @abdus_alwahid yg lolos jalur undangan di @UnivPertamina prodi #TeknikSipil! @SMAplusAlwahid @OSISALWAHID,2,
8.76672074458071E+017,"@UnivPertamina admin, di UP ada asrama gak?",1,
8.76639189973869E+017,"Min saya sdh melakukan pembayaran dr tggl 16 tapi blm dpr email konfimasi pendaftaran dan passwordnya, mohon bantuannya @UnivPertamina",0,
8.76638701173916E+017,"Iya, bukan ikatan dinas. UP banyak melakukan kerjasama dgn kampus maupun perusahaan, dapat di cek di website",2,
8.76638342951182E+017,"Halo selamat pagi. Ditunggu saja, staytuned email ya",1,
8.76497394526954E+017,UP bkn ikatan dinas ya ka? Lantas bgaimana prospek kerja lulusan lain dg hubungan masalah akreditasi dan ijazah lulusan UP?,1,
8.76388228550468E+017,"@UnivPertamina Admin, kalau udah bayar. Terus setelah dua hari ga dapet email gmn ya",1,
8.76360372139119E+017,Apa yg mendapat beasiswa undangan sudah dipastikan akan lolos verifikasi?,1,
8.75985859253645E+017,"tentu saja ada, Annisa. Karena nantinya akan ada tanda tangan kontrak dengan UP. Ketentuan lebih lengkap nanti saat ttd kontrak",1,
8.75985457846174E+017,"UP tidak ada ikatan dinas, Novita",0,
8.75985083450118E+017,Ketentuannya bisa dicek di instagram mimin : https://www.instagram.com/p/BVUIGSVgpCu/ #giveawayUP,1,
8.75984841887556E+017,"Selain itu, kamu juga berkesempatan buat dapet total hadiah 2juta rupiah dari giveaway kami! #GiveawayUP",1,
8.75984168634667E+017,Pendaftaran UM3 masih sangat-sangat terbuka lebar hingga 4 Juli 2017. Jangan lupa daftarnya online di http://pendaftaran.universitaspertamina.ac.id yaaa #UM3,1,
8.75983755764052E+017,"Kabar baiknya adalah... Jeng-jeng! Di UM3, 50 peserta ujian terbaik akan mendapatkan potongan SPI sebesar 50-100%. Mantap kan, Sobat! #UM3",1,
8.75982683507118E+017,"Selamat siang menuju sore, Sobat Muda! Lagi-lagi mimin bawa kabar baik seputar UM3. ""Duh apa nih min?"" Kepo kan, Sobat?? #UM3 #UP",1,
8.75942344687845E+017,Periode trakhir pendaftaran Mahasiswa Baru @UnivPertamina! #lastchance link pendaftaran http://bit.ly/2sZYEZZ,1,
8.75928920792506E+017,"@UnivPertamina maaf mau tanya, kalau setelah lulus dari UP ada jaminan kerja di pertamina gk??",1,
8.75927438861058E+017,halo selamat pagi. Program beasiswa untuk gelombang 3 tidak ada dik namun skema beasiswa ongoing mungkin bisa saja,1,
8.75347409928208E+017,"@UnivPertamina maf mau tanya, adakah konsekuensi bgi pnrima beasiswa undangan apabla diterima dan kuliah taun brktnya tba2 mngundurkan diri?",1,
8.75296437843616E+017,Halo selamat sore. Uang SPI di tiap gelombangnya berbeda dik,1,
8.75296150017892E+017,"Halo selamat sore. Ditunggu saja, staytuned email ya",1,
8.75184003451503E+017,"@UnivPertamina Kak, sy dpt BEUP ; sdh konfirmasi utk join di UP via email, tp blum menerima email kontrak bljr. Bagaimana kelanjutannya kak?",1,
8.74964670326739E+017,#lastchance pendaftaran MaBa tahun akademik 2017/2018 @UnivPertamina! link pendaftaran http://bit.ly/2sZYEZZ,1,
8.74930562317902E+017,Yang pasti info ini merupakan kabar baik dan yang pasti sangat ditunggu oleh sobat muda sekalian hehe,1,
8.74930245484335E+017,"Nah, sehabis sharing info tentang ACADEMIC WEEK 2017 mimin punya info yang gak kalah serunya nih. Penasaran kan?",1,
8.74929371777298E+017,"Kalau sobat muda tertarik, kalian bisa klik link ini -> http://bit.ly/upacademicweek2017 untuk mengetahui mekanisme pendaftaran;ketentuan lombanya",1,
8.74928968851497E+017,"Lombanya ada: -Photostory -Essay -Debat -Mading 3D Banyak kan lombanya, sobat muda? ^_^",1,
8.74928648234697E+017,Di ACADEMIC WEEK 2017 ini terdapat banyak sekali lomba yang bisa sobat muda ikuti. Apa aja sih lombanya?,1,
8.74928411629715E+017,"Sobat muda pasti penasaran kan tentang hal itu? Maka dari itu, UKM Riset dan Debat Ilmiah dengan bangga mempersembahkan ""ACADEMIC WEEK 2017""",1,
8.7492644384274E+017,Sains selalu berkembang dan memberikan berbagai manfaat bagi kehidupan manusia yang dinamis. Tapi benarkah sains selalu menguntungkan?,1,
8.74926087561765E+017,"Sobat muda, kalian tau gak sih kalau hidup di era modern ini kita gak akan pernah lepas dari yang namanya ""sains""?",1,
8.74925784833692E+017,Mimin mau kasih tau beberapa info nih terkait Universitas Pertamina. Pantengin terus ya TL kalian~,1,
8.74925456545501E+017,Hi Sobat Muda! Selamat sore. Gimana puasanya? Masih kuat? ^^,1,
8.74918131017425E+017,Kamu bisa download formulir pengunduran diri di website Universitas Pertamina ya.,1,
8.748604586537E+017,"#rlt mau move on dr mantan eh doi masuk univ pertamina, hafiz quran lg,bokap nanyain masih bareng apa ga:(",0,
8.74838341719667E+017,Univ Pertamina ,1,
8.7475325121572E+017,#rlt camaba univ pertamina kalo ketemu yg mirip jefri nichol titp salamin ya buat kesayangan.teu,1,
8.74675221759803E+017,Halo selamat pagi. Benar dik dibayarkan satu kali,1,
8.7457938112068E+017,"Workshop di Univ. Pertamina, Selasa 13 Juni 2017. ",1,
8.7457812211655E+017,Daftar : 22 Mei - 4 Juli 2017 Ujian : 9 Juli 2017 Lokasi ujian : SMK N 7 Medan cek infonya twitter: @UnivPertamina #universtitaspertamina,1,
8.7449615316892E+017,"@UnivPertamina kl saya udh byr uang pndftaran ulg, trus saya mau mundur.. sistem pengembalian nya gimana ya?",1,
8.74460974513885E+017,Prodi Ilmu Komunikasi Universitas Pertamina: http://youtu.be/CKs140tnpM4?a melalui @YouTube,1,
8.74236072946946E+017,Segera daftarkan dirimu dan jadilah the next global leader! #lastchance #UM3,1,
8.74235940138402E+017,Dihimbau untuk selalu berhati-hati terhadap segala jenis penipuan dan oknum yang mengatasnamakan Universitas Pertama. #lastchance #UM3,1,
8.74235869917397E+017,"Informasi lebih lanjut, silakan kirim surel ke info@universitaspertamina.ac.id Atau hubungi hotline UP di (021) 27081324 #lastchance #UM3",1,
8.74235623845974E+017,Website: https://universitaspertamina.ac.id/ Ig : @universitaspertamina Fb : Official Universitas Pertamina Line@: @UnivPertamina #lastchance #UM3,1,
8.74234381727957E+017,Ujian Masuk akan dilaksanakan di 5 Kota besar di Indonesia : #lastchance #UM3,1,
8.74234092530815E+017,Pendaftaran dapat dilakukan online melalui laman: https://universitaspertamina.ac.id/akademik/pendaftaran/ #lastchance #UM3,1,
8.74233358217126E+017,"Catat tanggal penting di bawah ini: Pendaftaran: 22 Mei s.d 04 Juli 2017 Tes Ujian Masuk: Minggu, 09 Juli 2017 #lastchance #UM3",1,
8.7423304961706E+017,"Selamat Malam, Sobat Muda! Universitas Pertamina masih membuka pendaftaran periode terakhir utk mjd mahasiswa baru tahun akademik 2017/2018! ",1,
8.74209133527826E+017,Halo selamat sore. Universitas Pertamina merupakan perguruan tinggi dibawah naungan PT Pertamina (Persero),1,
8.74190941279498E+017,Jangan bosan-bosan mengisi kuliah umum ke Universitas Pertamina ya Prof @Rhenald_Kasali hihi ^_^,1,
8.74189807454265E+017,"Di akhir acara, @Rhenald_Kasali membagikan bukunya secara gratis berjudul, ""Disruption"" kepada peserta terpilih #UPBringing",1,
8.74188992106725E+017,Karena sesungguhnya perubahan itu nyata karena manusia akan terus melakukan inovasi untuk memperbaiki kehidupan,1,
8.74188506527957E+017,"Untuk menangani hal tersebut, Prof Rhenal menekankan agar pebisnis memiliki kemampuan meramal tren dibarengi dengan persiapan yang matang",2,
8.74188135395017E+017,"Contohnya saja dengan disruption yang dialami di sektor transportasi, di mana transportasi online menjadi idola",2,
8.74187351097958E+017,Saat ini banyak pendatang bisnis baru yg membawa inovasi hebat sehingga pemain lama yang tidak siap dengan perubahan akan mati. #UPBringing,2,
8.74186311195738E+017,Prof. Rhenal menjelaskan bentuk disruption yang terjadi di dalam dunia bisnis yang sehelumnya fokus pada produk menjadi bisnis model.,1,
8.74185109011706E+017,"Hai buddy! Saat ini sedang dilaksanakan #UPbringing dengan tema,"" Disruption di Peradaban Uber "" dengan pemateri Prof. Rhenald Khasali, Ph.D",1,
8.74172286978335E+017,Itu kedinasan apa univ swasta dibawah yayasan pertamina sepertihalnya STT PLN?,1,
8.74093067908678E+017,"Bagi kamu yg terlewat untuk mendaftar tetapi ingin lihat Pak Renald dan mendengarkan diskusi, mimin akan live instagram jam 1 siang nanti :D",1,
8.74092858566861E+017,"Tidak ketinggalan pada kegiatan ini, Pak Renald akan membagikan buku sebanyak 55 kepada para peserta beruntung. Wow!",1,
8.74092793542582E+017,Kali ini Pak Renald akan berdiskusi seputar permasalahan dalam menghadapi lawan-lawan tak kelihatan dalam peradaban uber.,1,
8.74091253004026E+017,"Selain itu, mimin juga mau mengingatkan kembali nih, ",1,
8.74091014201385E+017,Info lebih lanjut bisa didapat melalui : Instagram : @upstream.17 Line : @jll3788o (officia line@) atau kareninaelka/fatahala,1,
8.74090962502406E+017,[Hanya untuk siswa SMA/sederajat yang telah diundang dan mahasiswa prodi teknik perminyakan UP],1,
8.73873355874509E+017,Mau tau video profil dari prodi lain? Stay tuned ya! Karena beberapa hari lagi mimin akan update profil prodi ilmu sosial ,1,
8.73873144343282E+017,Sobat muda mau nonton versi yang lebih lengkap? Cek di sini ya https://tinyurl.com/tek-geologi-up ,1,
8.73872570197475E+017,"Sesuai dgn kebutuhan masa kini, program ini memiliki fokus pengajaran dan penelitian di bidang Energi.",2,
8.738724610869E+017,Program studi Teknik Geologi ini merupakan salah satu jurusan di Fakultas Teknologi Eksplorasi dan Produksi di Universitas Pertamina.,1,
8.73872410189062E+017,Kali ini mimin akan share video Teknik Geologi! Yeyyy ,1,
8.73872294724096E+017,"Selamat Malam, Sobat Muda! Mimin ingin melanjutkan janji-janji mimin tentang sharing profil program studi yg ada di UP nih.",1,
8.73378107817738E+017,Hai Buddy! Segera daftarkan diri kalian sekarang juga. Mengingat UM kali ini adalah periode terakhir.,1,
8.73093613499974E+017,Teknik Geologi: http://youtu.be/SstqTyn0uXQ?a melalui @YouTube,1,
8.7300601689967E+017,Beasiswa untuk jalur 3 tidak ada dik,1,
8.73001509893558E+017,Dengan adanya program seperti ini diharapkan Mahasiswa UP dapat menjadi pelajar yang siap membantu percepatan Indonesia,2,
8.7300065373533E+017,"Perlu diketahui, prrpgram Student Exchange ini merupakan buah hasil kerjasama antara UP dengan IESEG School of Management, Lille, Perancis",2,
8.73000309701747E+017,Mereka adalah Azola dari program stuudi Manajemen dan Kristania Program Studi Ilmu Ekonomi,1,
